"ts_code","trade_date","close","open","high","low","pre_close","change","pct_chg","vol","amount"
"000045.SH","20221026","4709.2166","4651.8534","4745.6381","4646.2702","4656.5964","52.6202","1.13","70623876","84175059.764"
"000045.SH","20221025","4656.5964","4650.7121","4700.4734","4595.3141","4672.2362","-15.6398","-0.3347","68500539","74666460.813"
"000045.SH","20221024","4672.2362","4731.3628","4794.9367","4645.0699","4725.3428","-53.1066","-1.1239","78626479","86196659.056"
"000045.SH","20221021","4725.3428","4715.2644","4747.5026","4698.1822","4711.7446","13.5982","0.2886","63706352","73149112.383"
"000045.SH","20221020","4711.7446","4719.23","4781.4306","4670.3085","4739.2005","-27.4559","-0.5793","67900982","79162691.393"
"000045.SH","20221019","4739.2005","4770.0183","4791.0482","4737.6361","4781.1244","-41.9239","-0.8769","62961684","71649769.081"
"000045.SH","20221018","4781.1244","4784.3682","4810.4225","4760.3597","4769.8061","11.3183","0.2373","67264737","77371146.915"
"000045.SH","20221017","4769.8061","4727.4947","4775.7393","4713.8484","4747.7495","22.0566","0.4646","73511853","79348836.571"
"000045.SH","20221014","4747.7495","4684.8639","4764.5957","4681.7959","4654.1771","93.5724","2.0105","74099651","80411671.637"
"000045.SH","20221013","4654.1771","4633.2201","4690.1288","4626.703","4656.8051","-2.628","-0.0564","67364081","70747408.127"
"000045.SH","20221012","4656.8051","4552.2535","4656.8051","4485.7826","4560.3657","96.4394","2.1147","67148583","67768297.702"
"000045.SH","20221011","4560.3657","4527.0399","4567.9004","4494.539","4525.3478","35.0179","0.7738","59320135","58344422.047"
"000045.SH","20221010","4525.3478","4594.7331","4616.8409","4512.6462","4582.6686","-57.3208","-1.2508","67979262","64797398.44"
"000045.SH","20220930","4582.6686","4621.3174","4646.6211","4582.0855","4630.9555","-48.2869","-1.0427","55681426","55439420.107"
"000045.SH","20220929","4630.9555","4665.1749","4693.227","4605.4283","4630.1727","0.7828","0.0169","65670614","64441441.98"
"000045.SH","20220928","4630.1727","4729.7799","4731.7757","4630.1727","4733.2995","-103.1268","-2.1788","62031328","62447703.28"
"000045.SH","20220927","4733.2995","4669.0145","4733.2995","4645.0959","4658.1822","75.1173","1.6126","62456085","66963486.36"
"000045.SH","20220926","4658.1822","4682.7128","4748.7008","4650.1829","4721.0139","-62.8317","-1.3309","67113129","66103638.165"
"000045.SH","20220923","4721.0139","4778.7419","4796.0149","4684.0185","4781.0765","-60.0626","-1.2563","62393514","64797785.681"
"000045.SH","20220922","4781.0765","4745.7608","4812.2545","4741.1077","4777.6762","3.4003","0.0712","64450085","67476184.902"
"000045.SH","20220921","4777.6762","4750.617","4792.1051","4700.8509","4761.5057","16.1705","0.3396","64864744","62387509.939"
"000045.SH","20220920","4761.5057","4764.9046","4798.793","4747.428","4737.9739","23.5318","0.4967","57403709","60308289.194"
"000045.SH","20220919","4737.9739","4754.9472","4779.4493","4709.3304","4763.5095","-25.5356","-0.5361","69622481","67000977.448"
"000045.SH","20220916","4763.5095","4863.0369","4875.7702","4763.5095","4880.834","-117.3245","-2.4038","87940879","83203830.893"
"000045.SH","20220915","4880.834","5010.7175","5014.6148","4834.1841","4988.1947","-107.3607","-2.1523","92195810","93335975.501"
"000045.SH","20220914","4988.1947","4958.8475","5006.145","4953.335","5024.4576","-36.2629","-0.7217","72395811","72250247.261"
"000045.SH","20220913","5024.4576","5053.8891","5057.7947","5016.3752","5037.5891","-13.1315","-0.2607","76053237","77929915.577"
"000045.SH","20220909","5037.5891","5018.4625","5043.8207","4988.9683","5015.1276","22.4615","0.4479","75007689","75975229.905"
"000045.SH","20220908","5015.1276","5024.5128","5041.8073","5010.1045","5029.1494","-14.0218","-0.2788","77058134","77894847.887"
"000045.SH","20220907","5029.1494","4997.898","5037.1228","4987.2618","5014.3034","14.846","0.2961","80329440","83568121.584"
"000045.SH","20220906","5014.3034","4931.7357","5014.6468","4924.9539","4919.875","94.4284","1.9193","94089750","90267448.424"
"000045.SH","20220905","4919.875","4875.5126","4921.0133","4862.9594","4874.7931","45.0819","0.9248","85446338","79824440.871"
"000045.SH","20220902","4874.7931","4866.1802","4897.719","4849.2748","4860.6324","14.1607","0.2913","68883498","69759349.888"
"000045.SH","20220901","4860.6324","4874.6441","4913.6386","4853.6198","4875.0291","-14.3967","-0.2953","77793027","77479184.583"
"000045.SH","20220831","4875.0291","4970.0356","4981.853","4855.7445","4985.431","-110.4019","-2.2145","97636898","95996237.337"
"000045.SH","20220830","4985.431","5022.8922","5027.0328","4959.3111","5024.8327","-39.4017","-0.7841","84864544","83647516.365"
"000045.SH","20220829","5024.8327","4941.9718","5024.8327","4934.072","5006.4721","18.3606","0.3667","85193276","84041593.023"
"000045.SH","20220826","5006.4721","5041.8066","5076.4303","4998.3915","5034.7293","-28.2572","-0.5612","89802371","92607067.767"
"000045.SH","20220825","5034.7293","5007.3333","5036.9244","4961.0524","4992.3654","42.3639","0.8486","95051520","96437750.756"
"000045.SH","20220824","4992.3654","5134.0368","5135.3894","4987.4411","5131.1196","-138.7542","-2.7042","103714763","102959045.712"
"000045.SH","20220823","5131.1196","5110.9444","5140.3072","5102.5132","5120.5982","10.5214","0.2055","92193850","95846547.115"
"000045.SH","20220822","5120.5982","5050.8674","5120.6653","5038.6424","5062.8774","57.7208","1.1401","86426546","94830336.097"
"000045.SH","20220819","5062.8774","5096.6465","5111.4127","5062.4157","5097.2546","-34.3772","-0.6744","89281937","95059379.539"
"000045.SH","20220818","5097.2546","5110.4373","5120.0687","5088.7406","5119.8271","-22.5725","-0.4409","77645741","86009475.866"
"000045.SH","20220817","5119.8271","5111.8986","5124.9663","5077.4386","5107.6465","12.1806","0.2385","85815044","92827895.416"
"000045.SH","20220816","5107.6465","5098.5131","5134.6112","5088.4896","5093.4243","14.2222","0.2792","80185871","90485552.699"
"000045.SH","20220815","5093.4243","5063.4313","5111.008","5054.9685","5072.3654","21.0589","0.4152","79481115","86584963.943"
"000045.SH","20220812","5072.3654","5079.9661","5106.0209","5069.807","5088.3701","-16.0047","-0.3145","82280562","89210917.835"
"000045.SH","20220811","5088.3701","5045.6201","5088.3701","5025.8588","5025.449","62.9211","1.252","79006796","93993033.828"
"000045.SH","20220810","5025.449","5034.6903","5055.9174","5006.6716","5042.7763","-17.3273","-0.3436","68965176","91589873.241"
"000045.SH","20220809","5042.7763","5014.6654","5046.7238","4994.9759","5020.2621","22.5142","0.4485","69633997","90236014.26"
"000045.SH","20220808","5020.2621","4978.1595","5022.206","4965.3091","4984.3128","35.9493","0.7212","66924843","91349089.634"
"000045.SH","20220805","4984.3128","4915.3252","4986.9947","4905.6725","4907.074","77.2388","1.574","72473405","92786348.561"
"000045.SH","20220804","4907.074","4917.6229","4926.7801","4844.1872","4891.7587","15.3153","0.3131","68473302","82654683.659"
"000045.SH","20220803","4891.7587","4925.2944","4985.4795","4881.7812","4924.82","-33.0613","-0.6713","86076187","102299110.305"
"000045.SH","20220802","4924.82","5005.5135","5005.5135","4867.6355","5048.1554","-123.3354","-2.4432","106045992","107394934.388"
"000045.SH","20220801","5048.1554","4997.9285","5050.7957","4966.2793","5003.8612","44.2942","0.8852","76566146","87997149.003"
"000045.SH","20220729","5003.8612","5047.4215","5056.7363","4994.2904","5047.7855","-43.9243","-0.8702","77997559","87955101.263"
"000045.SH","20220728","5047.7855","5052.2614","5080.2431","5035.5111","5032.327","15.4585","0.3072","77123776","88897698.798"
"000045.SH","20220727","5032.327","5005.2794","5038.1313","4994.626","5010.8161","21.5109","0.4293","68251462","77859898.729"
"000045.SH","20220726","5010.8161","4960.8143","5021.5275","4940.9449","4953.6845","57.1316","1.1533","69885428","76322974.436"
"000045.SH","20220725","4953.6845","5009.2147","5023.6229","4941.7838","5008.6656","-54.9811","-1.0977","78670244","85085062.658"
"000045.SH","20220722","5008.6656","5041.4828","5057.6143","4968.9551","5037.9095","-29.2439","-0.5805","81086627","86999863.881"
"000045.SH","20220721","5037.9095","5066.2148","5078.3423","5037.9095","5075.2132","-37.3037","-0.735","95792422","103922697.103"
"000045.SH","20220720","5075.2132","5028.5236","5075.4138","5028.5236","5017.2606","57.9526","1.1551","89228739","95249192.2"
"000045.SH","20220719","5017.2606","5010.1204","5029.5312","4979.8798","5006.9587","10.3019","0.2058","90989732","96990202.583"
"000045.SH","20220718","5006.9587","4944.0409","5011.9871","4926.7497","4932.8795","74.0792","1.5017","101819808","100284075.179"
"000045.SH","20220715","4932.8795","4975.5652","5021.44","4932.8795","4990.0161","-57.1366","-1.145","101233939","102677152.033"
"000045.SH","20220714","4990.0161","4963.2276","5016.6737","4953.9677","4965.7946","24.2215","0.4878","92454277","95548835.481"
"000045.SH","20220713","4965.7946","4940.3538","4977.9901","4913.4054","4942.1678","23.6268","0.4781","87942761","89923649.192"
"000045.SH","20220712","4942.1678","5004.4702","5024.5705","4941.7458","5007.1654","-64.9976","-1.2981","92857928","99429153.02"
"000045.SH","20220711","5007.1654","5041.7118","5041.7118","4970.1655","5054.9766","-47.8112","-0.9458","103676521","102175334.894"
"000045.SH","20220708","5054.9766","5118.6693","5130.3498","5054.9766","5097.3453","-42.3687","-0.8312","101567193","105697179.147"
"000045.SH","20220707","5097.3453","5049.8611","5114.2163","5021.424","5060.3756","36.9697","0.7306","110538428","111797960.489"
"000045.SH","20220706","5060.3756","5110.4812","5117.5335","5016.9719","5130.8069","-70.4313","-1.3727","122584917","116711508.273"
"000045.SH","20220705","5130.8069","5126.6053","5145.5761","5078.0724","5121.2775","9.5294","0.1861","133479506","123701285.046"
"000045.SH","20220704","5121.2775","5056.2541","5121.3052","5026.4044","5060.8211","60.4564","1.1946","105555844","116048585.751"
"000045.SH","20220701","5060.8211","5080.6376","5092.6202","5050.7666","5082.6847","-21.8636","-0.4302","94457361","106230814.963"
"000045.SH","20220630","5082.6847","5018.494","5106.5687","5018.494","5014.4525","68.2322","1.3607","101382126","114552605.934"
"000045.SH","20220629","5014.4525","5097.4903","5114.6572","5013.5976","5115.1208","-100.6683","-1.9681","122391385","127685805.561"
"000045.SH","20220628","5115.1208","5049.5059","5118.7934","5030.8723","5049.3395","65.7813","1.3028","112768679","117566919.832"
"000045.SH","20220627","5049.3395","5028.8243","5064.5778","5024.8983","5002.0495","47.29","0.9454","110575469","120395766.28"
"000045.SH","20220624","5002.0495","4959.2935","5010.8039","4956.8869","4955.7289","46.3206","0.9347","97308925","106700794.676"
"000045.SH","20220623","4955.7289","4866.5104","4955.7289","4843.694","4864.3611","91.3678","1.8783","106297900","105370052.408"
"000045.SH","20220622","4864.3611","4933.2568","4940.6444","4863.6787","4929.1706","-64.8095","-1.3148","100147846","98062811.766"
"000045.SH","20220621","4929.1706","4958.1041","4973.478","4883.685","4964.6807","-35.5101","-0.7153","106740947","108709719.874"
"000045.SH","20220620","4964.6807","4955.8595","4986.2087","4928.1337","4956.5431","8.1376","0.1642","118502935","125260301.604"
"000045.SH","20220617","4956.5431","4887.3693","4965.3467","4864.5752","4920.7039","35.8392","0.7283","113168699","113203055.889"
"000045.SH","20220616","4920.7039","4933.3543","4972.8922","4903.7535","4934.7053","-14.0014","-0.2837","126538782","118456205.456"
"000045.SH","20220615","4934.7053","4934.3798","5029.1939","4932.9177","4938.1039","-3.3986","-0.0688","155657401","136650371.812"
"000045.SH","20220614","4938.1039","4862.3588","4939.3211","4783.7382","4913.6141","24.4898","0.4984","131541326","118349268.583"
"000045.SH","20220613","4913.6141","4901.611","4939.5808","4869.5999","4937.7307","-24.1166","-0.4884","134193835","126994484.064"
"000045.SH","20220610","4937.7307","4807.0481","4943.5837","4802.6722","4844.1163","93.6144","1.9325","127304994","126116659.6"
"000045.SH","20220609","4844.1163","4894.0235","4902.2257","4811.0354","4905.3263","-61.21","-1.2478","119249386","115839248.878"
"000045.SH","20220608","4905.3263","4867.5524","4905.757","4813.4747","4874.4347","30.8916","0.6337","128649237","125190717.305"
"000045.SH","20220607","4874.4347","4860.6167","4887.571","4835.1391","4863.8414","10.5933","0.2178","113983518","114459345.067"
"000045.SH","20220606","4863.8414","4775.9398","4865.5568","4769.8637","4777.9907","85.8507","1.7968","108782713","116258925.783"
"000045.SH","20220602","4777.9907","4715.866","4784.4593","4707.1082","4735.7411","42.2496","0.8921","101255211","100723784.02"
"000045.SH","20220601","4735.7411","4737.0774","4757.6022","4693.7972","4751.5522","-15.8111","-0.3328","102575264","97502349.013"
"000045.SH","20220531","4751.5522","4695.1102","4752.8312","4671.3094","4697.0651","54.4871","1.16","98776762","95484952.294"
"000045.SH","20220530","4697.0651","4672.6878","4697.0651","4630.4052","4661.1195","35.9456","0.7712","93935587","87582077.646"
"000045.SH","20220527","4661.1195","4676.032","4696.6869","4627.7394","4667.0499","-5.9304","-0.1271","100437806","91207940.093"
"000045.SH","20220526","4667.0499","4619.2366","4682.457","4571.0652","4612.7648","54.2851","1.1768","107748439","98472309.006"
"000045.SH","20220525","4612.7648","4524.0377","4612.8809","4524.0377","4525.3277","87.4371","1.9322","98145442","88611553.239"
"000045.SH","20220524","4525.3277","4679.0578","4686.9748","4525.3277","4679.7269","-154.3992","-3.2993","111948374","110755611.414"
"000045.SH","20220523","4679.7269","4658.2228","4682.1793","4637.0771","4655.3643","24.3626","0.5233","90984035","92134559.949"
"000045.SH","20220520","4655.3643","4600.0956","4655.3643","4591.4937","4587.3904","67.9739","1.4818","96921689","96478455.393"
"000045.SH","20220519","4587.3904","4481.897","4587.3904","4475.11","4550.1061","37.2843","0.8194","82367264","82439490.974"
"000045.SH","20220518","4550.1061","4568.3086","4588.4241","4538.1389","4571.3467","-21.2406","-0.4646","80953104","78392621.088"
"000045.SH","20220517","4571.3467","4545.1075","4571.3467","4503.5456","4545.1953","26.1514","0.5754","85513960","85637432.474"
"000045.SH","20220516","4545.1953","4565.829","4582.358","4528.316","4538.1107","7.0846","0.1561","89379291","85867347.684"
"000045.SH","20220513","4538.1107","4502.0828","4538.1107","4484.3168","4487.56","50.5507","1.1265","82981742","79657166.358"
"000045.SH","20220512","4487.56","4465.1097","4518.6461","4443.611","4484.6199","2.9401","0.0656","85069244","87593899.997"
"000045.SH","20220511","4484.6199","4440.949","4566.1253","4440.6283","4436.9678","47.6521","1.074","108963542","111568940.813"
"000045.SH","20220510","4436.9678","4313.007","4438.8353","4300.9614","4371.3841","65.5837","1.5003","100025332","91317566.05"
"000045.SH","20220509","4371.3841","4336.8318","4385.1389","4330.3507","4350.82","20.5641","0.4726","78240881","71868421.969"
"000045.SH","20220506","4350.82","4350.9615","4403.2894","4335.9515","4445.9","-95.08","-2.1386","96472362","84085800.74"
"000045.SH","20220505","4445.9","4375.9517","4475.6904","4373.0019","4384.1978","61.7022","1.4074","99457691","98665975.157"
"000045.SH","20220429","4384.1978","4259.3801","4386.152","4244.774","4234.3333","149.8645","3.5393","107345467","103416274.983"
"000045.SH","20220428","4234.3333","4196.8422","4269.9312","4169.4598","4220.7106","13.6227","0.3228","92877397","88278679.292"
"000045.SH","20220427","4220.7106","4016.8282","4222.7534","4002.8648","4061.1429","159.5677","3.9291","106571782","92452620.047"
"000045.SH","20220426","4061.1429","4168.746","4206.6239","4052.0815","4170.4681","-109.3252","-2.6214","101660683","88080867.647"
"000045.SH","20220425","4170.4681","4384.7304","4384.7304","4170.4681","4452.0433","-281.5752","-6.3246","111870359","96522899.428"
"000045.SH","20220422","4452.0433","4420.9407","4490.5399","4391.6748","4450.5248","1.5185","0.0341","84338160","77402367.065"
"000045.SH","20220421","4450.5248","4584.6027","4613.2408","4438.1244","4599.0082","-148.4834","-3.2286","95010783","88687389.125"
"000045.SH","20220420","4599.0082","4693.1875","4697.9303","4588.1084","4704.0369","-105.0287","-2.2327","87806261","87777250.698"
"000045.SH","20220419","4704.0369","4681.1188","4714.0789","4671.1353","4684.2497","19.7872","0.4224","84182476","83946920.73"
"000045.SH","20220418","4684.2497","4637.3121","4698.7169","4609.7135","4674.1248","10.1249","0.2166","87966283","88287371.58"
"000045.SH","20220415","4674.1248","4688.7706","4714.2267","4650.4916","4710.4175","-36.2927","-0.7705","111148314","107685338.708"
"000045.SH","20220414","4710.4175","4665.6168","4730.181","4656.8763","4648.2627","62.1548","1.3372","94922547","96266452.509"
"000045.SH","20220413","4648.2627","4681.9757","4710.8686","4647.8737","4700.0796","-51.8169","-1.1025","100552074","97709007.717"
"000045.SH","20220412","4700.0796","4623.9739","4704.3339","4582.1376","4632.0153","68.0643","1.4694","106005952","101769821.126"
"000045.SH","20220411","4632.0153","4756.3482","4756.3482","4611.0523","4773.5102","-141.4949","-2.9642","109498935","106801104.857"
"000045.SH","20220408","4773.5102","4769.366","4785.5378","4699.3396","4763.2747","10.2355","0.2149","104658541","103825349.538"
"000045.SH","20220407","4763.2747","4831.6252","4866.3196","4763.2747","4857.3876","-94.1129","-1.9375","104650098","98699338.859"
"000045.SH","20220406","4857.3876","4863.939","4863.939","4807.172","4872.0146","-14.627","-0.3002","104787535","100820936.506"
"000045.SH","20220401","4872.0146","4815.1378","4883.5524","4805.9398","4844.6204","27.3942","0.5655","95117032","95298069.649"
"000045.SH","20220331","4844.6204","4871.7746","4882.5313","4836.2489","4882.9357","-38.3153","-0.7847","93065251","104075688.233"
"000045.SH","20220330","4882.9357","4811.8751","4882.9357","4806.2815","4800.2858","82.6499","1.7218","86925212","95193962.558"
"000045.SH","20220329","4800.2858","4807.9608","4837.7437","4782.2149","4806.569","-6.2832","-0.1307","78289903","90914194.865"
"000045.SH","20220328","4806.569","4775.1195","4837.0489","4729.4653","4808.1445","-1.5755","-0.0328","83685556","87485676.823"
"000045.SH","20220325","4808.1445","4869.29","4888.6095","4808.1445","4873.9344","-65.7899","-1.3498","77098898","87215675.705"
"000045.SH","20220324","4873.9344","4887.7263","4904.9089","4847.6211","4907.751","-33.8166","-0.689","81588343","93892255.541"
"000045.SH","20220323","4907.751","4883.5444","4922.3054","4871.001","4880.0723","27.6787","0.5672","82496866","90899140.744"
"000045.SH","20220322","4880.0723","4879.3169","4913.4724","4858.1841","4890.3627","-10.2904","-0.2104","86147541","89866049.621"
"000045.SH","20220321","4890.3627","4871.8147","4913.5662","4833.8233","4868.1303","22.2324","0.4567","92376632","99226619.172"
"000045.SH","20220318","4868.1303","4797.5889","4871.5108","4785.434","4810.0793","58.051","1.2069","91969331","97187955.095"
"000045.SH","20220317","4810.0793","4802.545","4890.9901","4794.5123","4741.6811","68.3982","1.4425","104919536","116744539.008"
"000045.SH","20220316","4741.6811","4661.5405","4754.6589","4496.5551","4584.2982","157.3829","3.4331","114803180","117919958.401"
"000045.SH","20220315","4584.2982","4803.3809","4813.9216","4584.2982","4844.8766","-260.5784","-5.3784","127702977","121480161.023"
"000045.SH","20220314","4844.8766","4925.5124","4973.5022","4844.8766","4972.0032","-127.1266","-2.5568","88282743","96347965.874"
"000045.SH","20220311","4972.0032","4884.4445","4978.3554","4828.8467","4943.0628","28.9404","0.5855","104106233","110820397.892"
"000045.SH","20220310","4943.0628","4931.0353","4981.2935","4904.3336","4844.2633","98.7995","2.0395","106948119","113166326.325"
"000045.SH","20220309","4844.2633","4915.7627","4943.6401","4666.4629","4906.2942","-62.0309","-1.2643","133436515","130089169.086"
"000045.SH","20220308","4906.2942","5071.777","5085.7145","4892.1848","5079.688","-173.3938","-3.4135","124873776","126902471.963"
"000045.SH","20220307","5079.688","5185.7947","5185.7947","5057.4539","5186.8928","-107.2048","-2.0668","111617067","110561292.28"
"000045.SH","20220304","5186.8928","5205.5826","5245.3448","5170.0293","5233.4766","-46.5838","-0.8901","119012294","105840374.707"
"000045.SH","20220303","5233.4766","5254.5249","5262.4451","5224.4268","5236.6713","-3.1947","-0.061","128462537","114477941.131"
"000045.SH","20220302","5236.6713","5220.4081","5239.0602","5193.9281","5233.2228","3.4485","0.0659","88222130","91972369.675"
"000045.SH","20220301","5233.2228","5232.7601","5243.1199","5205.0958","5221.1794","12.0434","0.2307","87905216","97224516.495"
"000045.SH","20220228","5221.1794","5191.2702","5221.1794","5154.792","5183.9685","37.2109","0.7178","94623136","102410706.662"
"000045.SH","20220225","5183.9685","5164.3608","5228.4987","5164.3608","5136.8639","47.1046","0.917","98924292","105232271.818"
"000045.SH","20220224","5136.8639","5186.5209","5227.9338","5076.9494","5209.0835","-72.2196","-1.3864","129823975","140501382.041"
"000045.SH","20220223","5209.0835","5127.4482","5211.5713","5127.4482","5125.92","83.1635","1.6224","86112562","103449470.754"
"000045.SH","20220222","5125.92","5148.4836","5148.4836","5093.7311","5170.8422","-44.9222","-0.8688","86818070","94325706.088"
"000045.SH","20220221","5170.8422","5162.98","5174.5903","5135.3247","5158.1536","12.6886","0.246","77766253","85088900.962"
"000045.SH","20220218","5158.1536","5090.0116","5158.5857","5083.7854","5115.4516","42.702","0.8348","81214754","83150418.596"
"000045.SH","20220217","5115.4516","5097.2729","5131.4369","5071.8695","5099.5527","15.8989","0.3118","75568746","84118173.224"
"000045.SH","20220216","5099.5527","5097.7596","5116.2311","5086.555","5084.1437","15.409","0.3031","62958981","70298336.109"
"000045.SH","20220215","5084.1437","5033.3035","5086.8423","5025.267","5032.0215","52.1222","1.0358","64572133","72656960.305"
"000045.SH","20220214","5032.0215","5049.29","5083.223","5010.3801","5070.055","-38.0335","-0.7502","77246390","78181306.093"
"000045.SH","20220211","5070.055","5109.3018","5146.7182","5064.9839","5134.2031","-64.1481","-1.2494","90865961","93781399.044"
"000045.SH","20220210","5134.2031","5128.5065","5149.9964","5100.1416","5126.084","8.1191","0.1584","94970859","92721707.23"
"000045.SH","20220209","5126.084","5060.8607","5130.0954","5050.3107","5064.3984","61.6856","1.218","94181335","92415216.879"
"000045.SH","20220208","5064.3984","5031.9032","5064.3984","4960.9581","5028.7081","35.6903","0.7097","98855197","89844329.01"
"000045.SH","20220207","5028.7081","5000.2165","5049.0496","5000.2165","4929.4751","99.233","2.0131","85176917","81353033.928"
"000045.SH","20220128","4929.4751","4997.5849","4997.5849","4876.5832","4952.6175","-23.1424","-0.4673","72812655","76572279.564"
"000045.SH","20220127","4952.6175","5066.1636","5079.0985","4950.6445","5068.6823","-116.0648","-2.2898","68598173","73204855.671"
"000045.SH","20220126","5068.6823","5055.2443","5083.8852","5017.2561","5044.1583","24.524","0.4862","70112210","76520773.633"
"000045.SH","20220125","5044.1583","5191.2827","5213.4684","5044.1583","5207.229","-163.0707","-3.1316","85642166","89267503.863"
"000045.SH","20220124","5207.229","5164.5334","5224.0647","5152.047","5193.3146","13.9144","0.2679","69137923","82194588.597"
"000045.SH","20220121","5193.3146","5234.6522","5236.4763","5184.2194","5248.7017","-55.3871","-1.0553","80141948","92877496.35"
"000045.SH","20220120","5248.7017","5301.6176","5315.1459","5240.5083","5299.8572","-51.1555","-0.9652","89681861","97790129.586"
"000045.SH","20220119","5299.8572","5325.8492","5346.8229","5273.2797","5342.2811","-42.4239","-0.7941","85994382","98193240.032"
"000045.SH","20220118","5342.2811","5318.3772","5355.0329","5293.6382","5316.4882","25.7929","0.4851","94233624","106941239.306"
"000045.SH","20220117","5316.4882","5276.9287","5324.5715","5268.0153","5277.9485","38.5397","0.7302","82956395","103153552.594"
"000045.SH","20220114","5277.9485","5268.4343","5310.6187","5250.0539","5287.7072","-9.7587","-0.1846","96770678","104575255.052"
"000045.SH","20220113","5287.7072","5368.1012","5368.1012","5287.7072","5363.0666","-75.3594","-1.4052","97583465","107187199.238"
"000045.SH","20220112","5363.0666","5330.9424","5363.5237","5325.7923","5310.1056","52.961","0.9974","81706821","98490040.363"
"000045.SH","20220111","5310.1056","5347.2821","5360.6168","5300.6727","5344.4014","-34.2958","-0.6417","92600583","104074807.366"
"000045.SH","20220110","5344.4014","5327.4761","5348.5679","5295.3275","5335.2458","9.1556","0.1716","88770682","99435008.642"
"000045.SH","20220107","5335.2458","5382.2479","5406.1389","5329.7286","5383.3613","-48.1155","-0.8938","105828147","111825779.915"
"000045.SH","20220106","5383.3613","5335.1234","5391.7162","5323.9812","5360.3515","23.0098","0.4293","91384490","105848221.5"
"000045.SH","20220105","5360.3515","5466.8086","5466.8086","5340.671","5474.6372","-114.2857","-2.0875","107374988","124728697.226"
"000045.SH","20220104","5474.6372","5524.3174","5530.0853","5458.4749","5498.9549","-24.3177","-0.4422","114808412","131277925.275"
"000045.SH","20211231","5498.9549","5451.4706","5504.3527","5451.4706","5438.6734","60.2815","1.1084","92790132","107797303.961"
